trip_id,rider_id,driver_id,pickup_location_id,dropoff_location_id,requested_at,started_at,completed_at,status,distance_km,duration_mins,base_fare,surge_multiplier,total_fare,payment_method,hour,day_of_week,month,year,is_weekend,wait_time_mins,fare_per_km,surge_tier
11141,878,130,11,19,10/15/2022 7:09,10/15/2022 7:19,10/15/2022 8:17,completed,27.16,58,43.98,1,43.98,wallet,7,Saturday,2022-10,2022,TRUE,10,1.619293078,No Surge
11142,878,51,37,31,12/11/2023 6:56,12/11/2023 7:08,12/11/2023 7:56,completed,47.94,48,64.83,1,64.83,card,6,Monday,2023-12,2023,FALSE,12,1.352315394,No Surge
11144,878,229,6,8,5/13/2024 17:36,5/13/2024 17:48,5/13/2024 17:51,completed,0.73,3,3.9,2.8,10.92,card,17,Monday,2024-05,2024,FALSE,12,14.95890411,High Surge
11145,878,259,7,10,9/20/2022 16:20,9/20/2022 16:28,9/20/2022 16:43,completed,16.37,15,23.51,1,23.51,card,16,Tuesday,2022-09,2022,FALSE,8,1.436163714,No Surge
11146,878,323,27,26,3/21/2023 14:29,3/21/2023 14:40,3/21/2023 15:31,completed,16.9,51,31.29,1,31.29,wallet,14,Tuesday,2023-03,2023,FALSE,11,1.85147929,No Surge
11147,878,90,12,17,5/20/2023 3:21,5/20/2023 3:29,5/20/2023 3:33,completed,1.83,4,5.31,1,5.31,wallet,3,Saturday,2023-05,2023,TRUE,8,2.901639344,No Surge
11148,878,61,33,31,6/11/2024 15:54,6/11/2024 16:02,6/11/2024 16:46,completed,38.88,44,54.07,1.32,71.37,card,15,Tuesday,2024-06,2024,FALSE,8,1.835648148,Low Surge
11149,878,356,14,16,7/18/2022 9:45,7/18/2022 9:52,7/18/2022 10:31,completed,18.02,39,30.12,1,30.12,card,9,Monday,2022-07,2022,FALSE,7,1.671476138,No Surge
11150,878,228,33,37,9/22/2022 4:35,9/22/2022 4:43,9/22/2022 5:37,completed,22.53,54,38.08,1,38.08,cash,4,Thursday,2022-09,2022,FALSE,8,1.690190857,No Surge
11151,878,117,5,3,1/28/2023 4:37,1/28/2023 4:46,1/28/2023 5:17,completed,16.5,31,26.85,1,26.85,card,4,Saturday,2023-01,2023,TRUE,9,1.627272727,No Surge
11152,878,100,30,22,10/24/2023 19:58,10/24/2023 20:04,10/24/2023 21:02,completed,22.77,58,39.15,2.64,103.36,wallet,19,Tuesday,2023-10,2023,FALSE,6,4.539306105,High Surge
11153,879,348,3,2,10/4/2023 14:00,10/4/2023 14:09,10/4/2023 14:52,completed,20.2,43,33.32,1,33.32,wallet,14,Wednesday,2023-10,2023,FALSE,9,1.64950495,No Surge
11155,879,299,35,38,3/1/2024 8:52,3/1/2024 8:57,3/1/2024 9:24,completed,17.08,27,26.69,2.71,72.33,card,8,Friday,2024-03,2024,FALSE,5,4.234777518,High Surge
11156,879,126,14,18,5/31/2022 0:59,5/31/2022 1:10,5/31/2022 1:51,completed,17.91,41,30.4,1,30.4,card,0,Tuesday,2022-05,2022,FALSE,11,1.697375768,No Surge
11157,879,295,21,23,10/19/2022 12:41,10/19/2022 12:48,10/19/2022 13:18,completed,24.71,30,35.68,1,35.68,card,12,Wednesday,2022-10,2022,FALSE,7,1.443949818,No Surge
11158,879,4,37,36,1/23/2022 9:19,1/23/2022 9:26,1/23/2022 10:06,completed,30.14,40,43.65,1,43.65,card,9,Sunday,2022-01,2022,TRUE,7,1.448241539,No Surge
11160,879,316,29,22,11/12/2023 23:56,11/13/2023 0:07,11/13/2023 0:40,completed,31.08,33,43.29,1,43.29,wallet,23,Sunday,2023-11,2023,TRUE,11,1.392857143,No Surge
11161,879,131,40,31,3/3/2023 5:33,3/3/2023 5:38,3/3/2023 6:21,completed,55.38,43,72.02,1,72.02,card,5,Friday,2023-03,2023,FALSE,5,1.300469484,No Surge
11162,879,209,10,2,4/1/2022 8:07,4/1/2022 8:18,4/1/2022 9:17,completed,22.78,59,39.36,1.69,66.52,wallet,8,Friday,2022-04,2022,FALSE,11,2.920105356,High Surge
11163,879,230,8,3,11/22/2022 21:12,11/22/2022 21:20,11/22/2022 22:04,completed,21.69,44,35.16,1,35.16,cash,21,Tuesday,2022-11,2022,FALSE,8,1.621023513,No Surge
11164,879,10,40,36,2/12/2024 18:05,2/12/2024 18:07,2/12/2024 18:50,completed,28.29,43,42.22,1.74,73.46,cash,18,Monday,2024-02,2024,FALSE,2,2.596677271,High Surge
11165,879,49,39,36,2/2/2023 21:37,2/2/2023 21:41,2/2/2023 21:56,completed,9.13,15,15.54,1,15.54,card,21,Thursday,2023-02,2023,FALSE,4,1.702081051,No Surge
11166,879,254,13,19,1/29/2022 2:12,1/29/2022 2:22,1/29/2022 2:33,completed,5.46,11,10.71,1,10.71,cash,2,Saturday,2022-01,2022,TRUE,10,1.961538462,No Surge
11168,879,131,39,32,5/15/2023 19:07,5/15/2023 19:17,5/15/2023 19:32,completed,7.35,15,13.59,1.6,21.74,card,19,Monday,2023-05,2023,FALSE,10,2.957823129,High Surge
11169,879,174,29,23,1/13/2022 12:20,1/13/2022 12:25,1/13/2022 13:25,completed,38.82,60,57.2,1,57.2,wallet,12,Thursday,2022-01,2022,FALSE,5,1.473467285,No Surge
11170,879,342,14,12,10/17/2023 3:03,10/17/2023 3:08,10/17/2023 3:37,completed,16.93,29,26.92,1,26.92,cash,3,Tuesday,2023-10,2023,FALSE,5,1.590076787,No Surge
11171,879,131,39,33,8/31/2022 18:29,8/31/2022 18:39,8/31/2022 18:48,completed,3.49,9,8.14,2.58,21,card,18,Wednesday,2022-08,2022,FALSE,10,6.017191977,High Surge
11172,879,129,37,39,8/16/2022 14:48,8/16/2022 14:56,8/16/2022 15:52,completed,25.64,56,41.9,1,41.9,wallet,14,Tuesday,2022-08,2022,FALSE,8,1.634165367,No Surge
11173,879,228,36,32,2/13/2024 17:42,2/13/2024 17:52,2/13/2024 18:01,completed,4.91,9,9.7,1.75,16.97,cash,17,Tuesday,2024-02,2024,FALSE,10,3.456211813,High Surge
11174,879,220,1,9,1/16/2023 19:04,1/16/2023 19:07,1/16/2023 19:10,completed,3.36,3,6.8,2.42,16.46,wallet,19,Monday,2023-01,2023,FALSE,3,4.898809524,High Surge
11175,879,226,33,34,4/28/2024 3:24,4/28/2024 3:28,4/28/2024 3:43,completed,10.14,15,16.65,1,16.65,card,3,Sunday,2024-04,2024,TRUE,4,1.642011834,No Surge
11177,879,327,1,3,1/28/2023 18:45,1/28/2023 18:47,1/28/2023 19:43,completed,21.33,56,37.16,1,37.16,wallet,18,Saturday,2023-01,2023,TRUE,2,1.742147211,No Surge
11178,879,15,3,9,5/26/2024 2:40,5/26/2024 2:42,5/26/2024 3:20,completed,23.2,38,35.62,1,35.62,wallet,2,Sunday,2024-05,2024,TRUE,2,1.535344828,No Surge
11179,879,22,11,13,12/1/2023 9:53,12/1/2023 9:59,12/1/2023 11:01,completed,20.89,62,37.88,1,37.88,cash,9,Friday,2023-12,2023,FALSE,6,1.813307803,No Surge
11180,879,308,25,27,2/2/2022 6:34,2/2/2022 6:40,2/2/2022 7:13,completed,23.21,33,34.63,1,34.63,wallet,6,Wednesday,2022-02,2022,FALSE,6,1.492029298,No Surge
11181,879,30,31,38,5/20/2024 1:31,5/20/2024 1:38,5/20/2024 2:35,completed,45.42,57,63.86,1,63.86,cash,1,Monday,2024-05,2024,FALSE,7,1.405988551,No Surge
11182,879,254,12,16,2/12/2024 7:39,2/12/2024 7:42,2/12/2024 7:49,completed,2.72,7,6.89,2.6,17.91,wallet,7,Monday,2024-02,2024,FALSE,3,6.584558824,High Surge
11183,879,344,32,34,1/31/2024 0:47,1/31/2024 0:51,1/31/2024 1:08,completed,9.03,17,15.83,1,15.83,card,0,Wednesday,2024-01,2024,FALSE,4,1.753045404,No Surge
11184,879,28,37,39,1/13/2023 14:40,1/13/2023 14:48,1/13/2023 15:16,completed,21.95,28,32.25,1,32.25,cash,14,Friday,2023-01,2023,FALSE,8,1.469248292,No Surge
11187,879,275,15,13,5/24/2024 6:59,5/24/2024 7:08,5/24/2024 7:11,completed,3.03,3,6.43,1,6.43,card,6,Friday,2024-05,2024,FALSE,9,2.122112211,No Surge
11188,879,123,15,20,4/15/2024 17:10,4/15/2024 17:19,4/15/2024 17:34,completed,4.78,15,10.76,2.45,26.36,card,17,Monday,2024-04,2024,FALSE,9,5.514644351,High Surge
11189,879,207,1,3,7/2/2022 11:45,7/2/2022 11:52,7/2/2022 12:34,completed,22.9,42,36.09,1,36.09,card,11,Saturday,2022-07,2022,TRUE,7,1.575982533,No Surge
11190,879,236,12,14,5/29/2022 22:01,5/29/2022 22:13,5/29/2022 23:04,completed,17.56,51,32.02,1,32.02,card,22,Sunday,2022-05,2022,TRUE,12,1.823462415,No Surge
11191,879,282,17,14,10/21/2023 0:27,10/21/2023 0:32,10/21/2023 1:10,completed,19.22,38,31.24,2.35,73.41,cash,0,Saturday,2023-10,2023,TRUE,5,3.819458897,High Surge
11192,879,152,15,20,12/29/2022 18:41,12/29/2022 18:46,12/29/2022 19:02,completed,6.36,16,12.7,2.28,28.96,wallet,18,Thursday,2022-12,2022,FALSE,5,4.553459119,High Surge
11194,879,32,18,12,9/27/2022 4:06,9/27/2022 4:17,9/27/2022 4:30,completed,11.99,13,18.29,1,18.29,wallet,4,Tuesday,2022-09,2022,FALSE,11,1.525437865,No Surge
11195,879,201,1,5,1/13/2022 22:27,1/13/2022 22:29,1/13/2022 22:36,completed,6.47,7,11.02,1,11.02,cash,22,Thursday,2022-01,2022,FALSE,2,1.70324575,No Surge
11196,879,124,22,27,4/2/2024 3:39,4/2/2024 3:42,4/2/2024 4:12,completed,9.3,30,18.73,1,18.73,cash,3,Tuesday,2024-04,2024,FALSE,3,2.013978495,No Surge
11198,879,341,11,14,6/9/2024 8:19,6/9/2024 8:21,6/9/2024 9:19,completed,28.75,58,45.73,1,45.73,cash,8,Sunday,2024-06,2024,TRUE,2,1.590608696,No Surge
11199,879,360,33,35,5/19/2023 8:40,5/19/2023 8:52,5/19/2023 9:08,completed,8.37,16,14.91,2.97,44.28,cash,8,Friday,2023-05,2023,FALSE,12,5.290322581,High Surge
11200,879,130,12,15,1/8/2022 23:57,1/8/2022 23:59,1/9/2022 0:06,completed,5.62,7,10.08,2.44,24.6,card,23,Saturday,2022-01,2022,TRUE,2,4.377224199,High Surge
11201,879,128,37,32,2/14/2022 20:15,2/14/2022 20:22,2/14/2022 21:27,completed,17.46,65,34.71,1,34.71,cash,20,Monday,2022-02,2022,FALSE,7,1.987972509,No Surge
11202,879,137,40,37,11/7/2022 20:31,11/7/2022 20:35,11/7/2022 21:37,completed,39.17,62,57.99,1,57.99,card,20,Monday,2022-11,2022,FALSE,4,1.480469747,No Surge
11204,879,68,9,1,2/18/2022 7:22,2/18/2022 7:27,2/18/2022 7:32,completed,4.59,5,8.55,2.07,17.7,wallet,7,Friday,2022-02,2022,FALSE,5,3.85620915,High Surge
11205,879,329,3,1,1/21/2024 6:51,1/21/2024 7:03,1/21/2024 7:30,completed,17.17,27,26.79,1,26.79,wallet,6,Sunday,2024-01,2024,TRUE,12,1.560279557,No Surge
11206,879,393,18,17,9/23/2022 6:45,9/23/2022 6:57,9/23/2022 7:10,completed,11.53,13,17.78,1,17.78,wallet,6,Friday,2022-09,2022,FALSE,12,1.54206418,No Surge
11207,879,223,8,4,3/21/2024 15:56,3/21/2024 16:02,3/21/2024 16:08,completed,5.96,6,10.26,1,10.26,wallet,15,Thursday,2024-03,2024,FALSE,6,1.72147651,No Surge
11208,879,397,16,12,3/28/2024 0:09,3/28/2024 0:17,3/28/2024 0:20,completed,1.6,3,4.86,1,4.86,cash,0,Thursday,2024-03,2024,FALSE,8,3.0375,No Surge
11209,879,85,25,29,10/6/2022 14:22,10/6/2022 14:32,10/6/2022 15:09,completed,36.79,37,50.37,1,50.37,card,14,Thursday,2022-10,2022,FALSE,10,1.369122044,No Surge
11210,879,221,1,9,3/21/2024 20:35,3/21/2024 20:47,3/21/2024 20:55,completed,3.26,8,7.69,1,7.69,card,20,Thursday,2024-03,2024,FALSE,12,2.358895706,No Surge
11212,879,308,23,21,2/28/2022 9:00,2/28/2022 9:05,2/28/2022 10:00,completed,19.8,55,35.28,1,35.28,wallet,9,Monday,2022-02,2022,FALSE,5,1.781818182,No Surge
11213,879,188,36,39,10/3/2023 10:00,10/3/2023 10:03,10/3/2023 10:11,completed,9.34,8,14.37,1,14.37,cash,10,Tuesday,2023-10,2023,FALSE,3,1.538543897,No Surge
11214,879,285,29,25,10/1/2023 5:36,10/1/2023 5:40,10/1/2023 6:13,completed,24.7,33,36.27,1,36.27,wallet,5,Sunday,2023-10,2023,TRUE,4,1.468421053,No Surge
11215,879,39,10,9,5/21/2023 0:07,5/21/2023 0:11,5/21/2023 0:31,completed,11.2,20,18.82,1,18.82,wallet,0,Sunday,2023-05,2023,TRUE,4,1.680357143,No Surge
11216,879,243,4,7,4/21/2023 2:50,4/21/2023 2:57,4/21/2023 3:09,completed,5.77,12,11.25,1,11.25,card,2,Friday,2023-04,2023,FALSE,7,1.949740035,No Surge
11217,879,113,34,31,1/15/2024 13:52,1/15/2024 14:03,1/15/2024 15:00,completed,36.88,57,54.47,1,54.47,wallet,13,Monday,2024-01,2024,FALSE,11,1.476952278,No Surge
11218,879,47,29,28,8/21/2023 2:37,8/21/2023 2:45,8/21/2023 3:18,completed,32.06,33,44.37,1,44.37,cash,2,Monday,2023-08,2023,FALSE,8,1.383967561,No Surge
11219,879,238,5,8,2/12/2022 13:56,2/12/2022 14:00,2/12/2022 14:14,completed,8.24,14,14.36,1,14.36,card,13,Saturday,2022-02,2022,TRUE,4,1.742718447,No Surge
11220,879,154,25,29,6/8/2023 6:44,6/8/2023 6:48,6/8/2023 7:34,completed,30.44,46,45.18,1,45.18,card,6,Thursday,2023-06,2023,FALSE,4,1.484231275,No Surge
11221,879,36,3,4,7/9/2023 17:35,7/9/2023 17:43,7/9/2023 18:10,completed,19.85,27,29.74,1,29.74,wallet,17,Sunday,2023-07,2023,TRUE,8,1.498236776,No Surge
11222,879,11,8,3,11/17/2022 16:35,11/17/2022 16:41,11/17/2022 17:37,completed,18.29,56,33.82,1,33.82,wallet,16,Thursday,2022-11,2022,FALSE,6,1.849097868,No Surge
11223,879,76,31,38,6/11/2022 7:57,6/11/2022 8:03,6/11/2022 9:07,completed,44.24,64,63.96,1,63.96,card,7,Saturday,2022-06,2022,TRUE,6,1.445750452,No Surge
11225,879,3,7,2,10/4/2022 12:45,10/4/2022 12:51,10/4/2022 13:51,completed,24.34,60,41.27,1,41.27,cash,12,Tuesday,2022-10,2022,FALSE,6,1.695562859,No Surge
11226,879,389,37,38,12/14/2022 11:58,12/14/2022 12:10,12/14/2022 12:45,completed,42.35,35,56.09,1,56.09,cash,11,Wednesday,2022-12,2022,FALSE,12,1.324439197,No Surge
11227,879,193,4,3,12/12/2022 5:07,12/12/2022 5:19,12/12/2022 6:13,completed,21.33,54,36.76,1,36.76,card,5,Monday,2022-12,2022,FALSE,12,1.72339428,No Surge
11228,879,2,26,28,12/9/2023 4:12,12/9/2023 4:21,12/9/2023 4:44,completed,16.04,23,24.74,1,24.74,card,4,Saturday,2023-12,2023,TRUE,9,1.542394015,No Surge
11230,879,281,18,15,9/28/2023 7:24,9/28/2023 7:28,9/28/2023 7:53,completed,16.38,25,25.52,1.94,49.51,card,7,Thursday,2023-09,2023,FALSE,4,3.022588523,High Surge
11231,879,362,13,20,6/4/2022 12:20,6/4/2022 12:32,6/4/2022 12:39,completed,3.4,7,7.64,1,7.64,card,12,Saturday,2022-06,2022,TRUE,12,2.247058824,No Surge
11232,879,184,2,10,10/23/2022 11:00,10/23/2022 11:11,10/23/2022 11:53,completed,19.88,42,32.77,1,32.77,cash,11,Sunday,2022-10,2022,TRUE,11,1.648390342,No Surge
11233,879,250,2,9,11/25/2023 9:53,11/25/2023 10:01,11/25/2023 11:06,completed,24.67,65,42.64,1,42.64,cash,9,Saturday,2023-11,2023,TRUE,8,1.728415079,No Surge
11234,879,220,10,4,12/22/2023 3:39,12/22/2023 3:51,12/22/2023 4:38,completed,19.43,47,33.27,1,33.27,wallet,3,Friday,2023-12,2023,FALSE,12,1.712300566,No Surge
11235,879,164,3,5,10/19/2023 5:22,10/19/2023 5:25,10/19/2023 6:03,completed,19.49,38,31.54,1,31.54,wallet,5,Thursday,2023-10,2023,FALSE,3,1.618265777,No Surge
11236,879,306,38,35,3/10/2022 16:58,3/10/2022 17:02,3/10/2022 18:09,completed,26.54,67,45.09,1,45.09,card,16,Thursday,2022-03,2022,FALSE,4,1.698944989,No Surge
11237,879,80,2,1,5/14/2023 2:52,5/14/2023 2:59,5/14/2023 3:58,completed,30.72,59,48.09,1,48.09,cash,2,Sunday,2023-05,2023,TRUE,7,1.565429688,No Surge
11238,879,82,29,21,5/8/2024 9:52,5/8/2024 9:59,5/8/2024 10:30,completed,26.13,31,37.44,1,37.44,card,9,Wednesday,2024-05,2024,FALSE,7,1.432835821,No Surge
11239,879,86,18,11,5/27/2023 14:56,5/27/2023 14:59,5/27/2023 15:33,completed,34.03,34,46.73,1,46.73,cash,14,Saturday,2023-05,2023,TRUE,3,1.373200118,No Surge
11240,879,305,1,6,5/3/2024 5:28,5/3/2024 5:34,5/3/2024 5:37,completed,0.5,3,3.65,1,3.65,cash,5,Friday,2024-05,2024,FALSE,6,7.3,No Surge
11241,880,180,17,16,4/16/2023 6:50,4/16/2023 6:52,4/16/2023 6:55,completed,3.76,3,7.24,1,7.24,cash,6,Sunday,2023-04,2023,TRUE,2,1.925531915,No Surge
11242,880,242,27,23,10/27/2023 22:24,10/27/2023 22:28,10/27/2023 23:02,completed,27.26,34,39.29,1.81,71.11,wallet,22,Friday,2023-10,2023,FALSE,4,2.608584006,High Surge
11244,881,41,21,30,2/6/2023 17:56,2/6/2023 18:06,2/6/2023 18:35,completed,37.55,29,49.61,2.23,110.63,cash,17,Monday,2023-02,2023,FALSE,10,2.94620506,High Surge
11245,881,310,23,27,4/10/2023 13:12,4/10/2023 13:22,4/10/2023 14:20,completed,21.41,58,37.65,1,37.65,wallet,13,Monday,2023-04,2023,FALSE,10,1.758524054,No Surge
11246,881,319,9,3,3/6/2022 12:52,3/6/2022 12:58,3/6/2022 13:54,completed,18.2,56,33.72,1,33.72,card,12,Sunday,2022-03,2022,TRUE,6,1.852747253,No Surge
11247,881,307,3,2,5/4/2022 12:26,5/4/2022 12:34,5/4/2022 13:33,completed,21.61,59,38.07,1,38.07,cash,12,Wednesday,2022-05,2022,FALSE,8,1.761684405,No Surge
11248,881,202,10,3,1/21/2024 22:42,1/21/2024 22:53,1/21/2024 23:34,completed,17.13,41,29.54,1,29.54,card,22,Sunday,2024-01,2024,TRUE,11,1.724460012,No Surge
11249,881,127,34,35,8/3/2023 6:34,8/3/2023 6:36,8/3/2023 6:42,completed,3.24,6,7.26,1,7.26,wallet,6,Thursday,2023-08,2023,FALSE,2,2.240740741,No Surge
11250,881,218,12,14,3/13/2024 6:36,3/13/2024 6:38,3/13/2024 7:03,completed,20.11,25,29.62,1,29.62,wallet,6,Wednesday,2024-03,2024,FALSE,2,1.472899055,No Surge
11251,881,240,40,36,10/25/2023 16:29,10/25/2023 16:41,10/25/2023 18:18,completed,39.66,97,65.53,1,65.53,wallet,16,Wednesday,2023-10,2023,FALSE,12,1.652294503,No Surge
11252,881,360,38,31,7/2/2022 7:47,7/2/2022 7:52,7/2/2022 8:20,completed,38.96,28,50.96,1,50.96,cash,7,Saturday,2022-07,2022,TRUE,5,1.308008214,No Surge
11253,882,350,21,25,6/15/2023 23:49,6/15/2023 23:53,6/16/2023 0:29,completed,24.25,36,36.38,1,36.38,wallet,23,Thursday,2023-06,2023,FALSE,4,1.500206186,No Surge
11254,882,334,14,15,4/11/2022 18:10,4/11/2022 18:20,4/11/2022 19:21,completed,23.58,61,40.64,2.83,115.01,wallet,18,Monday,2022-04,2022,FALSE,10,4.877438507,High Surge
11255,882,12,11,13,7/23/2022 6:32,7/23/2022 6:39,7/23/2022 7:21,completed,23.22,42,36.44,1,36.44,wallet,6,Saturday,2022-07,2022,TRUE,7,1.569336779,No Surge
11256,882,154,30,24,8/25/2022 2:38,8/25/2022 2:44,8/25/2022 3:21,completed,17.78,37,29.46,1,29.46,cash,2,Thursday,2022-08,2022,FALSE,6,1.656917885,No Surge
11257,882,321,10,5,8/23/2022 20:22,8/23/2022 20:29,8/23/2022 20:54,completed,12.88,25,21.67,1,21.67,card,20,Tuesday,2022-08,2022,FALSE,7,1.682453416,No Surge
11258,882,217,3,4,4/6/2023 14:36,4/6/2023 14:43,4/6/2023 15:15,completed,16.91,32,27.5,1,27.5,wallet,14,Thursday,2023-04,2023,FALSE,7,1.626256653,No Surge
11259,882,207,3,4,4/23/2023 0:46,4/23/2023 0:55,4/23/2023 1:46,completed,17.81,51,32.29,1,32.29,cash,0,Sunday,2023-04,2023,TRUE,9,1.81302639,No Surge
11261,882,92,30,27,3/3/2023 22:51,3/3/2023 22:55,3/3/2023 23:40,completed,18.95,45,32.34,2.44,78.91,wallet,22,Friday,2023-03,2023,FALSE,4,4.164116095,High Surge
11262,882,117,2,7,12/3/2022 0:23,12/3/2022 0:25,12/3/2022 1:17,completed,21.89,52,36.98,2.15,79.51,card,0,Saturday,2022-12,2022,TRUE,2,3.63225217,High Surge
11263,882,202,10,7,5/12/2023 3:47,5/12/2023 3:52,5/12/2023 4:34,completed,17.64,42,30.3,1,30.3,card,3,Friday,2023-05,2023,FALSE,5,1.717687075,No Surge
11264,882,289,19,16,5/14/2024 5:14,5/14/2024 5:21,5/14/2024 5:33,completed,2.95,12,8.15,1,8.15,cash,5,Tuesday,2024-05,2024,FALSE,7,2.762711864,No Surge
11266,883,372,15,14,7/28/2022 16:36,7/28/2022 16:38,7/28/2022 17:27,completed,22.32,49,36.85,1,36.85,cash,16,Thursday,2022-07,2022,FALSE,2,1.650985663,No Surge
11268,883,100,28,27,2/19/2023 22:49,2/19/2023 22:55,2/19/2023 23:59,completed,21.79,64,39.27,1,39.27,wallet,22,Sunday,2023-02,2023,TRUE,6,1.802202845,No Surge
11269,883,244,12,20,4/19/2023 10:11,4/19/2023 10:23,4/19/2023 10:36,completed,9.82,13,15.9,1,15.9,wallet,10,Wednesday,2023-04,2023,FALSE,12,1.619144603,No Surge
11271,883,179,32,33,6/11/2023 19:03,6/11/2023 19:08,6/11/2023 19:32,completed,13.99,24,22.69,1,22.69,card,19,Sunday,2023-06,2023,TRUE,5,1.621872766,No Surge
11272,883,262,4,9,10/19/2023 3:17,10/19/2023 3:28,10/19/2023 3:42,completed,8.54,14,14.69,1,14.69,wallet,3,Thursday,2023-10,2023,FALSE,11,1.720140515,No Surge
11273,883,198,29,28,6/22/2023 2:10,6/22/2023 2:14,6/22/2023 3:06,completed,27.87,52,43.56,1,43.56,cash,2,Thursday,2023-06,2023,FALSE,4,1.562970936,No Surge
11274,883,332,17,12,12/5/2022 3:01,12/5/2022 3:08,12/5/2022 3:11,completed,1.5,3,4.75,1,4.75,card,3,Monday,2022-12,2022,FALSE,7,3.166666667,No Surge
11275,883,49,31,37,3/10/2023 10:03,3/10/2023 10:11,3/10/2023 11:13,completed,45.65,62,65.12,1,65.12,card,10,Friday,2023-03,2023,FALSE,8,1.426506024,No Surge
11276,883,242,22,30,9/27/2023 15:48,9/27/2023 15:50,9/27/2023 16:53,completed,22.82,63,40.2,1,40.2,card,15,Wednesday,2023-09,2023,FALSE,2,1.761612621,No Surge
11277,883,362,12,15,7/24/2023 16:03,7/24/2023 16:05,7/24/2023 16:17,completed,6.25,12,11.78,1,11.78,card,16,Monday,2023-07,2023,FALSE,2,1.8848,No Surge
11279,883,178,38,40,8/30/2023 22:19,8/30/2023 22:24,8/30/2023 23:03,completed,15.76,39,27.64,1,27.64,card,22,Wednesday,2023-08,2023,FALSE,5,1.753807107,No Surge
11281,883,245,38,35,5/31/2022 9:17,5/31/2022 9:27,5/31/2022 9:55,completed,18.28,28,28.21,1,28.21,wallet,9,Tuesday,2022-05,2022,FALSE,10,1.54321663,No Surge
11282,883,1,28,27,5/8/2022 6:55,5/8/2022 6:57,5/8/2022 7:41,completed,18.14,44,31.25,1,31.25,cash,6,Sunday,2022-05,2022,TRUE,2,1.722712238,No Surge
11283,883,319,3,6,3/5/2023 19:35,3/5/2023 19:39,3/5/2023 20:20,completed,19.98,41,32.68,1,32.68,wallet,19,Sunday,2023-03,2023,TRUE,4,1.635635636,No Surge
11284,883,224,22,25,12/1/2023 0:43,12/1/2023 0:47,12/1/2023 1:14,completed,17.44,27,27.08,2.2,59.58,cash,0,Friday,2023-12,2023,FALSE,4,3.416284404,High Surge
11285,883,303,28,23,12/4/2022 5:19,12/4/2022 5:30,12/4/2022 5:47,completed,5.99,17,12.49,1,12.49,wallet,5,Sunday,2022-12,2022,TRUE,11,2.085141903,No Surge
11286,883,138,35,31,2/19/2024 9:25,2/19/2024 9:33,2/19/2024 10:04,completed,33.19,31,45.21,1,45.21,cash,9,Monday,2024-02,2024,FALSE,8,1.362157276,No Surge
11287,883,7,40,32,2/2/2022 10:42,2/2/2022 10:44,2/2/2022 11:50,completed,44.24,66,64.36,1,64.36,cash,10,Wednesday,2022-02,2022,FALSE,2,1.454792043,No Surge
11289,883,128,31,34,1/2/2024 22:30,1/2/2024 22:32,1/2/2024 23:02,completed,41.59,30,54.25,1,54.25,wallet,22,Tuesday,2024-01,2024,FALSE,2,1.304400096,No Surge
11290,883,182,6,5,9/18/2022 14:20,9/18/2022 14:30,9/18/2022 14:42,completed,8.89,12,14.68,1,14.68,cash,14,Sunday,2022-09,2022,TRUE,10,1.651293588,No Surge
11291,883,168,2,8,1/6/2023 20:04,1/6/2023 20:13,1/6/2023 21:00,completed,21.22,47,35.24,1,35.24,wallet,20,Friday,2023-01,2023,FALSE,9,1.660697455,No Surge
11292,883,92,25,21,7/25/2023 3:25,7/25/2023 3:35,7/25/2023 4:39,completed,22.66,64,40.23,1,40.23,card,3,Tuesday,2023-07,2023,FALSE,10,1.77537511,No Surge
11293,883,144,25,26,3/25/2022 2:15,3/25/2022 2:23,3/25/2022 3:00,completed,27.42,37,40.06,1.28,51.28,card,2,Friday,2022-03,2022,FALSE,8,1.870167761,Low Surge
11294,883,16,20,14,3/24/2024 10:10,3/24/2024 10:17,3/24/2024 10:54,completed,25.36,37,37.8,1,37.8,wallet,10,Sunday,2024-03,2024,TRUE,7,1.490536278,No Surge
11295,883,348,1,8,1/6/2024 23:39,1/6/2024 23:47,1/6/2024 23:52,completed,0.91,5,4.5,2.18,9.81,card,23,Saturday,2024-01,2024,TRUE,8,10.78021978,High Surge
11296,883,339,11,13,7/7/2023 2:45,7/7/2023 2:53,7/7/2023 3:53,completed,24.85,60,41.84,1,41.84,cash,2,Friday,2023-07,2023,FALSE,8,1.683702213,No Surge
11297,883,249,19,16,2/5/2023 23:31,2/5/2023 23:33,2/5/2023 23:39,completed,2.38,6,6.32,1,6.32,card,23,Sunday,2023-02,2023,TRUE,2,2.655462185,No Surge
11298,883,123,11,13,1/14/2022 20:57,1/14/2022 21:02,1/14/2022 21:55,completed,26.96,53,42.76,1,42.76,cash,20,Friday,2022-01,2022,FALSE,5,1.586053412,No Surge
11299,883,247,11,19,6/7/2023 17:09,6/7/2023 17:11,6/7/2023 17:53,completed,33.17,42,47.39,2.9,137.43,card,17,Wednesday,2023-06,2023,FALSE,2,4.143201688,High Surge
11300,883,27,30,27,6/24/2024 10:00,6/24/2024 10:07,6/24/2024 10:29,completed,12.39,22,20.53,1,20.53,card,10,Monday,2024-06,2024,FALSE,7,1.656981437,No Surge
