trip_id,rider_id,driver_id,pickup_location_id,dropoff_location_id,requested_at,started_at,completed_at,status,distance_km,duration_mins,base_fare,surge_multiplier,total_fare,payment_method
10073,809,221,4,8,"2022-01-27 04:49:14","2022-01-27 04:57:14",NULL,cancelled,7.08,15,13.29,1,13.29,card
10074,809,47,24,29,"2022-05-06 11:52:04","2022-05-06 11:58:04","2022-05-06 12:39:04",completed,19.1,41,31.71,1.38,43.76,cash
10075,809,319,8,9,"2024-01-14 14:51:59","2024-01-14 15:00:59",NULL,cancelled,3.95,4,7.65,1,7.65,cash
10076,809,128,38,32,"2023-05-23 21:23:14","2023-05-23 21:29:14",NULL,in_progress,18.91,21,27.5,1,27.5,cash
10077,809,265,13,20,"2022-05-02 09:13:28","2022-05-02 09:25:28","2022-05-02 09:31:28",completed,2.47,6,6.42,1,6.42,card
10078,809,136,8,7,"2024-01-01 20:54:52","2024-01-01 21:00:52","2024-01-01 21:09:52",completed,4.19,9,8.91,1,8.91,wallet
10079,809,399,29,24,"2022-09-09 23:02:01","2022-09-09 23:13:01","2022-09-09 23:42:01",completed,18.96,29,29.16,2.67,77.86,cash
10080,809,133,40,35,"2023-09-21 05:05:22","2023-09-21 05:14:22","2023-09-21 05:46:22",completed,26.24,32,37.76,1,37.76,cash
10081,809,350,29,26,"2024-01-29 08:24:17","2024-01-29 08:26:17",NULL,cancelled,44.16,96,70.28,2.5,175.7,cash
10082,809,65,16,15,"2023-07-18 06:25:43","2023-07-18 06:29:43","2023-07-18 06:34:43",completed,5.1,5,9.11,1,9.11,cash
10083,809,37,19,12,"2023-11-13 02:41:42","2023-11-13 02:47:42","2023-11-13 02:50:42",completed,1.28,3,4.51,1,4.51,wallet
10084,809,127,35,36,"2022-11-17 03:00:21","2022-11-17 03:04:21",NULL,cancelled,10.28,16,17.01,1,17.01,wallet
10085,809,349,31,36,"2022-09-16 07:06:30","2022-09-16 07:16:30","2022-09-16 08:03:30",completed,27.1,47,41.71,2.78,115.95,wallet
10086,809,351,2,1,"2023-11-10 15:06:01","2023-11-10 15:09:01","2023-11-10 16:03:01",completed,29.04,54,45.24,1,45.24,cash
10087,809,141,14,15,"2022-01-08 06:07:14","2022-01-08 06:11:14",NULL,cancelled,21.71,44,35.18,1,35.18,wallet
10088,809,337,36,33,"2023-06-13 19:09:52","2023-06-13 19:13:52","2023-06-13 19:54:52",completed,13.66,41,25.73,1.7,43.74,card
10089,809,77,7,9,"2022-08-19 20:31:40","2022-08-19 20:41:40","2022-08-19 20:52:40",completed,7.49,11,12.94,1,12.94,cash
10090,809,93,7,6,"2022-04-03 23:15:51","2022-04-03 23:20:51","2022-04-03 23:28:51",completed,3.24,8,7.66,1,7.66,wallet
10091,809,261,8,3,"2022-10-30 00:33:46","2022-10-30 00:43:46","2022-10-30 01:12:46",completed,18.57,29,28.73,1,28.73,cash
10092,809,13,35,32,"2022-02-24 06:44:08","2022-02-24 06:54:08","2022-02-24 07:01:08",completed,3.2,7,7.42,1,7.42,card
10093,809,216,14,19,"2023-01-22 15:33:53","2023-01-22 15:43:53","2023-01-22 16:44:53",completed,22.2,61,39.12,1,39.12,card
10094,809,93,4,1,"2023-12-25 10:57:37","2023-12-25 10:59:37","2023-12-25 11:04:37",completed,5.56,5,9.62,1,9.62,cash
10095,809,184,3,2,"2023-11-09 19:29:39","2023-11-09 19:40:39","2023-11-09 20:10:39",completed,25,30,36,1.52,54.72,cash
10096,809,198,24,29,"2023-08-31 17:25:44","2023-08-31 17:31:44",NULL,cancelled,15.69,18,23.36,2.92,68.21,wallet
10097,809,85,24,22,"2024-02-15 05:05:34","2024-02-15 05:15:34","2024-02-15 05:42:34",completed,12.99,27,22.19,1,22.19,wallet
10098,809,362,14,20,"2022-08-03 16:00:59","2022-08-03 16:09:59","2022-08-03 16:38:59",completed,20.78,29,31.16,1,31.16,cash
10099,809,232,13,16,"2024-01-09 18:38:08","2024-01-09 18:48:08",NULL,cancelled,8.29,14,14.42,2.68,38.65,wallet
10100,809,259,4,10,"2022-01-14 11:22:10","2022-01-14 11:29:10","2022-01-14 12:20:10",completed,20.79,51,35.57,1.1,39.13,cash
10101,809,360,40,34,"2023-05-21 13:45:25","2023-05-21 13:51:25","2023-05-21 14:29:25",completed,26.64,38,39.4,1,39.4,wallet
10102,809,31,38,40,"2022-03-27 00:09:34","2022-03-27 00:19:34","2022-03-27 00:40:34",completed,15.44,21,23.68,1,23.68,card
10103,809,210,1,4,"2023-02-01 21:28:06","2023-02-01 21:35:06","2023-02-01 21:51:06",completed,8.52,16,15.07,1,15.07,cash
10104,809,298,5,10,"2024-06-06 02:58:24","2024-06-06 03:05:24",NULL,cancelled,14.45,23,23,1,23,wallet
10105,809,188,38,40,"2022-02-04 07:55:06","2022-02-04 07:59:06","2022-02-04 09:01:06",completed,23.58,62,40.84,1.85,75.55,cash
10106,809,307,9,5,"2022-07-17 01:15:04","2022-07-17 01:24:04","2022-07-17 01:35:04",completed,3.36,11,8.4,1,8.4,card
10107,809,393,12,17,"2023-05-14 07:53:28","2023-05-14 07:59:28","2023-05-14 08:08:28",completed,1.98,9,6.48,1,6.48,wallet
10108,809,207,2,7,"2022-10-31 10:51:56","2022-10-31 11:00:56","2022-10-31 12:05:56",completed,28.29,65,46.62,1,46.62,cash
10109,809,156,32,40,"2024-02-22 12:14:57","2024-02-22 12:24:57","2024-02-22 13:16:57",completed,29.31,52,45.14,1,45.14,wallet
10110,809,7,37,36,"2024-05-22 23:09:34","2024-05-22 23:20:34",NULL,cancelled,23.49,50,38.34,1,38.34,cash
10111,809,266,22,30,"2023-08-08 09:55:00","2023-08-08 10:06:00","2023-08-08 10:53:00",completed,16.05,47,29.55,1,29.55,wallet
10112,809,238,2,3,"2024-02-02 04:45:51","2024-02-02 04:53:51","2024-02-02 05:52:51",completed,19.73,59,36,1,36,card
10113,809,249,12,18,"2024-01-09 08:18:45","2024-01-09 08:27:45",NULL,cancelled,11.33,19,18.76,2.79,52.34,cash
10114,809,218,15,12,"2022-11-04 02:24:42","2022-11-04 02:31:42",NULL,in_progress,5.67,11,10.94,1,10.94,wallet
10115,809,186,38,31,"2024-01-24 17:33:11","2024-01-24 17:37:11","2024-01-24 18:33:11",completed,44.41,56,62.55,2.12,132.61,wallet
10116,809,83,4,9,"2022-06-26 16:17:04","2022-06-26 16:19:04",NULL,cancelled,13.57,22,21.83,1,21.83,card
10117,809,115,27,21,"2023-08-27 19:29:19","2023-08-27 19:37:19","2023-08-27 20:04:19",completed,27.69,27,38.36,1,38.36,wallet
10118,809,104,21,22,"2023-03-27 09:30:03","2023-03-27 09:39:03","2023-03-27 10:32:03",completed,24.05,53,39.56,1,39.56,wallet
10119,809,337,37,34,"2022-10-30 16:49:37","2022-10-30 16:54:37","2022-10-30 17:24:37",completed,23.05,30,33.86,1,33.86,cash
10120,809,40,11,14,"2023-10-11 00:44:43","2023-10-11 00:53:43","2023-10-11 01:20:43",completed,25.7,27,36.17,1,36.17,card
10121,809,295,26,24,"2022-11-19 22:59:37","2022-11-19 23:03:37","2022-11-19 23:31:37",completed,16.97,28,26.77,1.61,43.1,cash
10122,809,146,21,25,"2023-05-27 23:47:16","2023-05-27 23:49:16","2023-05-28 00:35:16",completed,21.02,46,34.82,2.89,100.63,wallet
10123,809,346,30,27,"2023-03-14 10:53:40","2023-03-14 11:01:40","2023-03-14 11:42:40",completed,17.38,41,29.82,1,29.82,card
10124,809,12,11,19,"2024-02-16 06:50:56","2024-02-16 06:54:56","2024-02-16 07:22:56",completed,31.55,28,42.81,1,42.81,cash
10125,810,281,14,12,"2023-09-14 01:55:43","2023-09-14 02:03:43","2023-09-14 03:03:43",completed,21.16,60,37.78,1,37.78,cash
10126,811,11,6,5,"2022-06-05 12:12:09","2022-06-05 12:22:09","2022-06-05 12:39:09",completed,6.93,17,13.52,1,13.52,card
10127,811,290,36,33,"2023-10-28 23:47:36","2023-10-28 23:58:36","2023-10-29 00:17:36",completed,8.05,19,15.16,2.06,31.23,card
10128,811,56,31,34,"2022-03-15 01:55:11","2022-03-15 02:04:11","2022-03-15 02:55:11",completed,41.15,51,57.97,1,57.97,wallet
10129,811,98,30,22,"2024-02-20 01:03:45","2024-02-20 01:09:45","2024-02-20 01:41:45",completed,16.8,32,27.38,1,27.38,wallet
10130,811,277,33,32,"2023-08-04 12:50:06","2023-08-04 12:55:06","2023-08-04 13:14:06",completed,14.21,19,21.93,1,21.93,card
10131,812,304,36,39,"2023-10-29 09:59:51","2023-10-29 10:06:51","2023-10-29 10:31:51",completed,8.81,25,17.19,1,17.19,cash
10132,813,90,17,11,"2022-04-02 14:59:30","2022-04-02 15:11:30","2022-04-02 15:42:30",completed,31.65,31,43.52,1,43.52,cash
10133,813,125,8,9,"2024-04-23 13:08:29","2024-04-23 13:13:29","2024-04-23 13:20:29",completed,5.24,7,9.66,1,9.66,cash
10134,813,232,16,18,"2024-01-18 15:11:55","2024-01-18 15:19:55","2024-01-18 15:32:55",completed,11.15,13,17.37,1,17.37,cash
10135,813,295,30,24,"2023-06-22 07:38:32","2023-06-22 07:46:32",NULL,cancelled,17.67,23,26.54,1.68,44.59,card
10136,813,318,39,37,"2023-12-25 22:20:00","2023-12-25 22:32:00","2023-12-25 23:04:00",completed,26.54,32,38.09,1,38.09,cash
10137,813,181,3,4,"2023-03-31 10:13:05","2023-03-31 10:23:05","2023-03-31 11:15:05",completed,18.82,52,33.6,1,33.6,card
10138,813,340,29,22,"2023-02-18 00:50:06","2023-02-18 00:59:06","2023-02-18 01:48:06",completed,21.02,49,35.42,2.77,98.11,card
10139,813,56,34,40,"2024-04-10 22:54:57","2024-04-10 23:05:57",NULL,cancelled,20.66,36,32.43,1,32.43,cash
10140,813,323,25,29,"2022-08-29 05:14:01","2022-08-29 05:18:01","2022-08-29 06:37:01",completed,28.81,79,49.99,1,49.99,wallet
10141,813,59,19,14,"2022-06-26 20:35:01","2022-06-26 20:39:01","2022-06-26 21:21:01",completed,22.43,42,35.57,1,35.57,card
10142,813,387,36,39,"2022-10-22 05:14:48","2022-10-22 05:24:48","2022-10-22 05:38:48",completed,7.48,14,13.53,1,13.53,cash
10143,813,28,39,34,"2022-05-23 21:30:13","2022-05-23 21:41:13","2022-05-23 21:57:13",completed,7.39,16,13.83,1,13.83,wallet
10144,813,270,26,22,"2022-11-17 02:27:26","2022-11-17 02:30:26","2022-11-17 02:44:26",completed,8.44,14,14.58,1,14.58,cash
10145,813,9,12,20,"2024-01-02 13:25:46","2024-01-02 13:37:46",NULL,cancelled,9.17,13,15.19,1.37,20.81,card
10146,813,10,33,35,"2022-03-01 21:10:01","2022-03-01 21:17:01","2022-03-01 21:32:01",completed,9.52,15,15.97,1,15.97,cash
10147,813,261,3,8,"2022-03-21 10:12:42","2022-03-21 10:19:42",NULL,cancelled,22.55,57,38.71,1,38.71,wallet
10148,813,349,36,35,"2024-05-16 23:00:22","2024-05-16 23:10:22","2024-05-16 23:21:22",completed,8.63,11,14.19,1,14.19,card
10149,813,72,16,17,"2024-05-05 05:05:24","2024-05-05 05:11:24","2024-05-05 05:21:24",completed,2.62,10,7.38,1,7.38,cash
10150,813,279,6,8,"2022-11-16 03:56:40","2022-11-16 04:08:40",NULL,cancelled,0.77,3,3.95,1,3.95,wallet
10151,813,232,17,18,"2022-01-28 17:46:15","2022-01-28 17:56:15","2022-01-28 18:09:15",completed,9.15,13,15.17,1.82,27.61,cash
10152,814,12,17,14,"2023-09-04 19:23:43","2023-09-04 19:25:43","2023-09-04 20:25:43",completed,22.91,60,39.7,2.25,89.33,cash
10153,814,310,23,28,"2023-08-17 07:08:06","2023-08-17 07:17:06","2023-08-17 07:25:06",completed,9.02,8,14.02,2.26,31.69,wallet
10154,815,385,2,6,"2022-01-21 18:51:26","2022-01-21 19:00:26","2022-01-21 19:40:26",completed,30.72,40,44.29,1.69,74.85,wallet
10155,815,234,25,26,"2022-03-26 17:16:38","2022-03-26 17:22:38","2022-03-26 17:56:38",completed,27.71,34,39.78,1,39.78,card
10156,815,239,34,33,"2023-09-19 21:20:19","2023-09-19 21:30:19","2023-09-19 21:45:19",completed,9.97,15,16.47,1,16.47,wallet
10157,815,183,1,5,"2023-04-26 14:48:57","2023-04-26 14:54:57","2023-04-26 15:02:57",completed,5.47,8,10.12,1,10.12,cash
10158,815,223,10,8,"2024-01-15 16:16:25","2024-01-15 16:22:25","2024-01-15 16:52:25",completed,17.93,30,28.22,1,28.22,cash
10159,815,85,21,22,"2024-04-08 07:35:40","2024-04-08 07:39:40","2024-04-08 08:27:40",completed,23.8,48,38.28,2.47,94.55,cash
10160,815,220,9,10,"2023-08-06 01:45:05","2023-08-06 01:56:05",NULL,cancelled,14.1,14,20.81,1,20.81,wallet
10161,816,299,39,37,"2024-01-23 04:13:48","2024-01-23 04:21:48",NULL,cancelled,26.89,51,42.28,1,42.28,cash
10162,816,335,15,11,"2023-08-22 13:45:02","2023-08-22 13:52:02","2023-08-22 14:30:02",completed,29.65,38,42.72,1,42.72,cash
10163,816,349,32,35,"2023-05-28 19:05:14","2023-05-28 19:10:14",NULL,cancelled,3.42,4,7.06,1,7.06,cash
10164,816,118,7,9,"2023-01-27 19:06:19","2023-01-27 19:08:19","2023-01-27 19:22:19",completed,5.77,14,11.65,1.62,18.87,cash
10165,816,229,7,1,"2023-01-16 07:52:52","2023-01-16 07:55:52","2023-01-16 08:02:52",completed,3.98,7,8.28,2.51,20.78,cash
10166,816,198,28,24,"2022-11-27 23:40:55","2022-11-27 23:49:55",NULL,cancelled,21.82,51,36.7,1,36.7,card
10167,816,218,15,16,"2023-06-28 00:45:09","2023-06-28 00:49:09","2023-06-28 00:53:09",completed,4.36,4,8.1,1,8.1,card
10168,816,36,1,8,"2022-07-16 15:39:49","2022-07-16 15:44:49","2022-07-16 15:47:49",completed,0.79,3,3.97,1,3.97,wallet
10169,816,317,30,21,"2023-01-04 05:09:21","2023-01-04 05:11:21","2023-01-04 05:47:21",completed,33.48,36,46.53,1,46.53,wallet
10170,816,246,20,18,"2023-02-15 01:08:52","2023-02-15 01:19:52","2023-02-15 02:14:52",completed,20.99,55,36.59,1,36.59,wallet
10171,816,350,30,24,"2023-04-25 16:19:13","2023-04-25 16:25:13","2023-04-25 16:56:13",completed,15.01,31,25.21,1,25.21,cash
10172,816,287,32,38,"2022-02-19 12:26:46","2022-02-19 12:36:46","2022-02-19 13:13:46",completed,31.41,37,44.45,1,44.45,card
10173,816,220,2,1,"2024-06-26 17:24:27","2024-06-26 17:32:27","2024-06-26 18:09:27",completed,29.19,37,42.01,1.93,81.08,wallet
10174,816,148,7,2,"2022-10-19 03:35:02","2022-10-19 03:43:02","2022-10-19 04:43:02",completed,27.54,60,44.79,1,44.79,card
10175,816,73,38,37,"2024-06-08 07:47:38","2024-06-08 07:55:38","2024-06-08 08:32:38",completed,40.07,37,53.98,1,53.98,wallet
10176,816,139,24,25,"2022-03-04 13:33:24","2022-03-04 13:41:24","2022-03-04 14:07:24",completed,22.54,26,32.49,1,32.49,cash
10177,817,215,8,4,"2022-04-10 16:59:45","2022-04-10 17:06:45",NULL,cancelled,7.63,7,12.29,1,12.29,cash
10178,817,275,16,20,"2022-10-21 23:01:20","2022-10-21 23:13:20","2022-10-21 23:22:20",completed,10.92,9,16.31,2.83,46.16,wallet
10179,817,396,23,22,"2022-10-28 11:50:37","2022-10-28 12:02:37","2022-10-28 12:33:37",completed,23.72,31,34.79,1,34.79,card
10180,817,369,10,2,"2022-01-27 11:44:29","2022-01-27 11:55:29","2022-01-27 12:47:29",completed,18.71,52,33.48,1,33.48,card
10181,817,65,20,16,"2023-11-15 05:44:02","2023-11-15 05:51:02","2023-11-15 06:00:02",completed,9.16,9,14.38,1,14.38,cash
10182,817,110,29,24,"2023-05-21 21:28:47","2023-05-21 21:39:47","2023-05-21 22:02:47",completed,13.37,23,21.81,1,21.81,wallet
10183,817,252,3,4,"2022-12-08 15:41:23","2022-12-08 15:52:23","2022-12-08 16:41:23",completed,23.44,49,38.08,1,38.08,card
10184,817,311,1,6,"2023-11-14 03:55:33","2023-11-14 04:05:33","2023-11-14 04:08:33",completed,0.5,3,3.65,1,3.65,wallet
10185,817,125,10,8,"2022-04-12 19:31:33","2022-04-12 19:39:33","2022-04-12 20:22:33",completed,16.33,43,29.06,1.6,46.5,wallet
10186,817,28,36,34,"2022-03-21 20:52:36","2022-03-21 21:03:36",NULL,cancelled,14.29,30,24.22,1,24.22,card
10187,817,270,25,23,"2023-01-28 22:31:07","2023-01-28 22:41:07",NULL,cancelled,5.59,5,9.65,1.58,15.25,cash
10188,817,255,9,7,"2023-07-02 17:11:45","2023-07-02 17:18:45","2023-07-02 17:30:45",completed,5.26,12,10.69,1,10.69,cash
10189,817,143,2,7,"2023-09-26 21:14:58","2023-09-26 21:21:58","2023-09-26 21:55:58",completed,24.89,34,36.68,1,36.68,cash
10190,817,269,18,17,"2022-09-02 03:21:15","2022-09-02 03:29:15","2022-09-02 03:52:15",completed,14.32,23,22.85,1.3,29.71,wallet
10191,817,280,9,2,"2023-02-19 09:28:37","2023-02-19 09:32:37","2023-02-19 10:15:37",completed,29.47,43,43.52,1,43.52,card
10192,817,43,9,1,"2024-01-26 07:47:48","2024-01-26 07:56:48","2024-01-26 08:05:48",completed,4.57,9,9.33,2.81,26.22,wallet
10193,817,197,14,16,"2022-04-16 05:19:28","2022-04-16 05:22:28","2022-04-16 06:12:28",completed,19.53,50,33.98,1.49,50.63,card
10194,817,202,4,1,"2024-03-19 11:13:43","2024-03-19 11:18:43","2024-03-19 11:32:43",completed,9.97,14,16.27,1,16.27,cash
10195,817,23,37,33,"2022-04-08 16:34:36","2022-04-08 16:37:36",NULL,cancelled,30.12,52,46.03,1,46.03,card
10196,817,137,35,37,"2022-01-18 09:47:56","2022-01-18 09:56:56","2022-01-18 10:59:56",completed,24.73,63,42.3,1,42.3,cash
10197,817,200,38,33,"2023-04-21 05:15:04","2023-04-21 05:19:04","2023-04-21 05:42:04",completed,16.43,23,25.17,1,25.17,cash
10198,817,181,5,1,"2023-08-12 09:50:55","2023-08-12 09:52:55",NULL,cancelled,8.07,7,12.78,1,12.78,card
10199,818,191,35,32,"2022-10-27 17:33:08","2022-10-27 17:37:08","2022-10-27 17:43:08",completed,2.91,6,6.9,1.69,11.66,wallet
10200,819,189,11,20,"2023-09-27 15:34:29","2023-09-27 15:46:29","2023-09-27 16:25:29",completed,24.95,39,37.75,1,37.75,cash
10201,819,29,11,18,"2023-02-05 11:18:27","2023-02-05 11:27:27","2023-02-05 12:00:27",completed,39.75,33,52.83,1,52.83,cash
10202,819,231,18,17,"2023-10-29 05:02:04","2023-10-29 05:11:04","2023-10-29 05:33:04",completed,9.27,22,17.1,1,17.1,card
10203,820,306,33,38,"2024-02-01 02:43:12","2024-02-01 02:48:12","2024-02-01 03:11:12",completed,12.29,23,20.62,1,20.62,cash
10204,820,74,38,37,"2022-05-19 05:29:27","2022-05-19 05:38:27","2022-05-19 06:05:27",completed,39.61,27,51.47,1,51.47,cash
10205,820,355,35,39,"2023-02-19 07:06:56","2023-02-19 07:13:56","2023-02-19 07:21:56",completed,5.16,8,9.78,1,9.78,wallet
10206,820,14,28,25,"2024-03-25 19:10:10","2024-03-25 19:21:10","2024-03-25 19:51:10",completed,12.69,30,22.46,1.71,38.41,card
10207,820,278,39,37,"2024-05-15 18:51:58","2024-05-15 18:59:58","2024-05-15 20:02:58",completed,19.82,63,36.9,2.38,87.82,card
10208,820,344,38,35,"2022-12-09 15:13:44","2022-12-09 15:20:44","2022-12-09 16:02:44",completed,23.36,42,36.6,1.24,45.38,card
10209,820,266,25,26,"2022-04-06 10:33:27","2022-04-06 10:41:27","2022-04-06 11:23:27",completed,36.96,42,51.56,1,51.56,card
10210,820,189,13,20,"2023-03-08 23:27:22","2023-03-08 23:34:22","2023-03-08 23:41:22",completed,3.89,7,8.18,1,8.18,wallet
10211,820,271,1,3,"2023-03-31 02:42:46","2023-03-31 02:45:46","2023-03-31 03:13:46",completed,15.21,28,24.83,1,24.83,cash
10212,820,331,33,35,"2023-04-20 22:37:11","2023-04-20 22:47:11","2023-04-20 23:00:11",completed,8.24,13,14.16,1,14.16,card
10213,820,1,26,23,"2024-05-20 06:33:05","2024-05-20 06:38:05","2024-05-20 07:21:05",completed,27.71,43,41.58,1,41.58,cash
10214,820,288,35,32,"2023-12-25 21:59:05","2023-12-25 22:01:05","2023-12-25 22:04:05",completed,2.43,3,5.77,1,5.77,cash
10215,820,285,28,24,"2023-03-12 18:58:14","2023-03-12 19:05:14","2023-03-12 19:52:14",completed,24.93,47,39.32,1,39.32,card
10216,820,324,14,17,"2022-10-25 01:42:44","2022-10-25 01:54:44","2022-10-25 02:25:44",completed,17.56,31,28.02,1,28.02,card
10217,820,171,34,35,"2024-06-21 13:51:30","2024-06-21 14:01:30","2024-06-21 14:11:30",completed,3.93,10,8.82,1,8.82,cash
10218,820,11,1,8,"2024-06-15 12:38:08","2024-06-15 12:43:08","2024-06-15 12:46:08",completed,1,3,4.2,1,4.2,wallet
10219,820,39,2,7,"2022-04-14 22:25:02","2022-04-14 22:37:02","2022-04-14 23:13:02",completed,25.08,36,37.29,1,37.29,cash
10220,820,67,36,31,"2023-10-05 01:13:27","2023-10-05 01:22:27",NULL,cancelled,26.24,48,40.96,1,40.96,card
10221,820,116,10,5,"2024-03-18 10:08:12","2024-03-18 10:11:12","2024-03-18 10:30:12",completed,12.78,19,20.36,1,20.36,cash
10222,820,287,31,33,"2022-02-03 12:16:11","2022-02-03 12:24:11","2022-02-03 13:26:11",completed,30.68,62,48.65,1.14,55.46,wallet
10223,820,394,30,21,"2022-12-23 06:35:04","2022-12-23 06:44:04","2022-12-23 07:47:04",completed,42.67,63,62.04,1,62.04,card
10224,820,227,3,2,"2023-06-26 18:47:06","2023-06-26 18:50:06","2023-06-26 19:46:06",completed,18.8,56,34.38,2.99,102.8,cash
10225,820,97,35,37,"2024-02-05 21:34:44","2024-02-05 21:39:44","2024-02-05 22:39:44",completed,22.17,60,38.89,1,38.89,cash
10226,820,139,30,21,"2023-05-10 16:49:40","2023-05-10 16:59:40","2023-05-10 17:34:40",completed,35.04,35,48.04,1,48.04,cash
10227,820,257,15,13,"2023-04-17 20:42:18","2023-04-17 20:48:18","2023-04-17 20:51:18",completed,2.78,3,6.16,1.23,7.58,card
10228,820,25,1,7,"2022-08-10 12:47:33","2022-08-10 12:55:33","2022-08-10 13:01:33",completed,3.35,6,7.39,1,7.39,wallet
10229,820,159,2,8,"2022-07-21 15:35:26","2022-07-21 15:39:26","2022-07-21 16:39:26",completed,21.51,60,38.16,1,38.16,card
10230,820,46,24,21,"2022-04-12 19:29:45","2022-04-12 19:32:45","2022-04-12 20:24:45",completed,27.99,52,43.69,1.57,68.59,card
10231,820,15,4,9,"2023-12-11 02:12:13","2023-12-11 02:24:13",NULL,cancelled,13.5,17,20.75,1,20.75,cash
10232,820,292,28,26,"2022-10-05 04:48:46","2022-10-05 04:53:46",NULL,cancelled,23.82,64,41.5,1,41.5,cash
10233,820,173,9,1,"2022-05-21 20:25:39","2022-05-21 20:29:39","2022-05-21 20:33:39",completed,3.11,4,6.72,1,6.72,card
10234,820,43,8,4,"2022-04-13 21:19:24","2022-04-13 21:28:24",NULL,cancelled,7.17,23,14.99,1,14.99,wallet
10235,820,290,33,38,"2022-08-20 09:15:05","2022-08-20 09:18:05","2022-08-20 09:29:05",completed,9.98,11,15.68,1,15.68,cash
10236,820,29,20,16,"2022-05-20 19:36:18","2022-05-20 19:45:18","2022-05-20 20:01:18",completed,7.71,16,14.18,2.9,41.12,wallet
10237,820,33,27,25,"2023-01-10 01:12:15","2023-01-10 01:19:15",NULL,cancelled,27.28,39,40.31,1,40.31,cash
10238,820,256,29,21,"2022-10-10 10:23:14","2022-10-10 10:32:14","2022-10-10 11:13:14",completed,27.17,41,40.59,1,40.59,card
10239,821,15,6,10,"2022-04-06 15:03:47","2022-04-06 15:12:47","2022-04-06 15:34:47",completed,19.06,22,27.87,1,27.87,cash
10240,821,93,5,10,"2023-10-20 10:42:33","2023-10-20 10:49:33",NULL,cancelled,9.14,14,15.35,1,15.35,card
10241,821,88,28,22,"2023-02-01 17:33:17","2023-02-01 17:42:17","2023-02-01 18:02:17",completed,12.74,20,20.51,1.68,34.46,cash
10242,821,131,32,37,"2023-11-04 17:51:37","2023-11-04 18:03:37","2023-11-04 18:34:37",completed,25.29,31,36.52,1,36.52,wallet
10243,821,227,1,8,"2024-05-03 17:14:55","2024-05-03 17:19:55",NULL,cancelled,1.01,3,4.21,1.77,7.45,wallet
10244,821,129,38,36,"2023-01-30 04:10:35","2023-01-30 04:15:35","2023-01-30 04:38:35",completed,19.54,23,28.59,1,28.59,card
10245,822,321,2,9,"2023-09-26 02:14:15","2023-09-26 02:20:15","2023-09-26 03:07:15",completed,26.83,47,41.41,1,41.41,card
10246,822,259,9,3,"2022-01-05 12:40:00","2022-01-05 12:44:00",NULL,cancelled,15.95,52,30.45,1,30.45,wallet
10247,822,286,7,6,"2024-01-16 18:46:50","2024-01-16 18:54:50","2024-01-16 19:00:50",completed,3.67,6,7.74,1.81,14.01,cash
10248,822,180,11,20,"2023-09-13 04:48:10","2023-09-13 04:55:10","2023-09-13 05:50:10",completed,23.94,55,39.83,1,39.83,card
10249,822,397,19,17,"2024-02-03 00:21:39","2024-02-03 00:30:39",NULL,cancelled,1.47,3,4.72,2.74,12.93,cash
10250,822,118,10,2,"2023-12-20 23:10:06","2023-12-20 23:13:06","2023-12-21 00:17:06",completed,24.85,64,42.64,1,42.64,wallet
10251,822,131,31,36,"2023-04-05 18:43:59","2023-04-05 18:51:59","2023-04-05 19:21:59",completed,27.74,30,39.01,2.59,101.04,card
10252,822,273,23,24,"2023-12-21 03:21:43","2023-12-21 03:28:43","2023-12-21 04:11:43",completed,21.76,43,35.04,1,35.04,cash
10253,822,131,36,38,"2023-08-03 06:04:00","2023-08-03 06:09:00","2023-08-03 06:52:00",completed,27.32,43,41.15,1,41.15,wallet
10254,822,146,30,23,"2022-02-10 04:15:17","2022-02-10 04:21:17","2022-02-10 05:48:17",completed,36.83,87,60.41,1,60.41,wallet
10255,822,108,8,6,"2024-06-03 19:08:59","2024-06-03 19:18:59","2024-06-03 19:21:59",completed,0.77,3,3.95,2.73,10.78,cash
10256,822,275,15,13,"2023-05-23 13:02:29","2023-05-23 13:06:29","2023-05-23 13:11:29",completed,2.37,5,6.11,1,6.11,card
10257,822,330,5,9,"2024-06-09 23:59:40","2024-06-10 00:07:40","2024-06-10 00:14:40",completed,5.42,7,9.86,1,9.86,cash
10258,822,37,17,14,"2023-12-27 10:11:00","2023-12-27 10:23:00","2023-12-27 11:20:00",completed,21.66,57,37.73,1,37.73,cash
10259,822,90,13,16,"2024-05-14 19:17:50","2024-05-14 19:21:50","2024-05-14 19:32:50",completed,6.85,11,12.23,2.31,28.25,cash
10260,822,364,40,38,"2023-07-14 07:20:47","2023-07-14 07:32:47","2023-07-14 07:58:47",completed,23.84,26,33.92,1.67,56.65,card
10261,822,226,34,38,"2024-02-11 00:58:28","2024-02-11 01:04:28","2024-02-11 01:41:28",completed,23.85,37,36.14,1,36.14,card
10262,822,303,22,21,"2022-05-12 17:13:02","2022-05-12 17:25:02","2022-05-12 18:20:02",completed,22,55,37.7,2.12,79.92,card
10263,822,195,13,19,"2023-07-23 16:38:45","2023-07-23 16:43:45","2023-07-23 16:55:45",completed,4.46,12,9.81,1,9.81,cash
10264,822,375,18,20,"2022-03-18 10:06:07","2022-03-18 10:13:07","2022-03-18 10:41:07",completed,19.23,28,29.25,1.48,43.29,wallet
10265,822,16,13,20,"2023-05-17 08:00:23","2023-05-17 08:11:23",NULL,cancelled,3.65,7,7.92,1.54,12.2,wallet
