cancel_id,trip_id,cancelled_by,reason,cancelled_at
1054,7067,rider,changed my mind,2022-09-06 12:49:37
1055,7077,rider,too long wait,2022-02-11 00:26:38
1056,7087,driver,rider rating too low,2023-08-26 09:36:26
1057,7089,driver,vehicle issue,2023-10-13 05:39:02
1058,7091,rider,found another ride,2022-06-02 21:34:43
1059,7093,rider,changed my mind,2022-03-25 19:38:20
1060,7097,rider,personal emergency,2023-06-06 12:09:20
1061,7106,rider,changed my mind,2024-06-08 06:42:20
1062,7108,rider,found another ride,2022-12-15 07:07:25
1063,7113,driver,wrong pickup,2024-06-26 18:43:50
1064,7126,rider,changed my mind,2022-05-01 08:36:23
1065,7127,rider,changed my mind,2022-08-15 01:32:51
1066,7140,rider,personal emergency,2022-11-14 23:21:02
1067,7152,driver,area not safe,2022-05-08 12:35:39
1068,7154,rider,driver too far,2024-03-30 00:38:56
1069,7167,driver,system error,2023-01-11 02:41:11
1070,7178,driver,vehicle issue,2022-07-16 13:00:48
1071,7185,rider,price too high,2022-09-13 11:51:02
1072,7198,rider,driver too far,2023-08-13 01:59:36
1073,7201,rider,price too high,2023-06-30 16:22:13
1074,7216,rider,changed my mind,2024-03-09 18:45:02
1075,7221,rider,too long wait,2022-04-15 11:44:21
1076,7222,rider,personal emergency,2023-12-25 06:42:06
1077,7224,rider,price too high,2022-10-23 01:25:57
1078,7228,rider,duplicate booking,2022-04-12 17:28:46
1079,7235,rider,price too high,2024-03-26 01:51:51
1080,7238,rider,price too high,2022-12-25 21:26:58
1081,7249,driver,vehicle issue,2022-03-29 15:58:47
1082,7257,driver,area not safe,2022-04-07 09:14:35
1083,7258,rider,driver too far,2022-03-17 22:27:49
1084,7263,rider,personal emergency,2024-01-20 15:43:34
1085,7266,driver,wrong pickup,2023-02-21 15:21:50
1086,7277,driver,personal emergency,2022-10-03 15:42:37
1087,7278,driver,rider unresponsive,2023-01-09 17:56:50
1088,7280,rider,price too high,2023-04-11 20:21:05
1089,7281,rider,driver too far,2023-03-22 17:17:26
1090,7295,rider,waited too long,2022-03-13 02:32:09
1091,7297,driver,wrong pickup,2023-05-02 18:01:37
1092,7302,driver,area not safe,2022-03-13 23:53:55
1093,7305,rider,waited too long,2023-06-09 08:22:18
1094,7311,rider,price too high,2024-04-09 05:55:03
1095,7316,driver,rider unresponsive,2022-05-08 05:54:48
1096,7323,rider,price too high,2023-05-05 22:00:34
1097,7334,rider,too long wait,2022-09-09 05:41:58
1098,7336,rider,price too high,2022-08-21 09:34:30
1099,7343,rider,waited too long,2022-08-18 05:14:37
1100,7353,driver,personal emergency,2023-06-21 03:47:18
1101,7356,rider,changed my mind,2022-12-03 02:51:20
1102,7357,driver,area not safe,2023-12-19 11:40:38
1103,7363,rider,changed my mind,2022-04-13 22:58:49
1104,7364,driver,area not safe,2022-01-08 08:08:27
1105,7367,driver,wrong pickup,2024-06-16 04:47:07
1106,7370,rider,changed my mind,2022-02-23 05:36:32
1107,7375,rider,personal emergency,2022-03-15 18:32:36
1108,7382,rider,driver too far,2024-05-03 23:58:42
1109,7389,driver,vehicle issue,2023-02-10 16:01:20
1110,7397,driver,vehicle issue,2024-02-15 11:45:50
1111,7425,rider,price too high,2023-09-07 23:11:37
1112,7430,rider,waited too long,2022-04-22 16:39:03
1113,7434,rider,too long wait,2024-02-09 21:47:15
1114,7444,rider,changed my mind,2024-05-01 21:12:55
1115,7445,rider,personal emergency,2022-06-17 18:56:45
1116,7453,rider,duplicate booking,2023-10-02 08:26:41
1117,7460,rider,waited too long,2024-04-29 01:10:37
1118,7465,rider,personal emergency,2023-08-20 12:42:17
1119,7478,rider,duplicate booking,2024-05-10 19:02:32
1120,7500,driver,rider rating too low,2023-12-16 05:29:40
1121,7513,rider,driver too far,2022-08-02 08:14:34
1122,7528,driver,rider rating too low,2023-09-22 06:56:49
1123,7537,rider,changed my mind,2024-02-16 11:39:15
1124,7550,driver,rider unresponsive,2023-04-28 12:52:15
1125,7562,rider,price too high,2023-08-19 20:26:12
1126,7565,driver,area not safe,2024-03-15 02:44:55
1127,7570,driver,rider rating too low,2024-01-21 14:19:57
1128,7572,rider,too long wait,2024-02-12 13:21:34
1129,7580,driver,vehicle issue,2024-06-09 11:56:13
1130,7588,rider,changed my mind,2023-10-25 12:35:55
1131,7595,driver,rider rating too low,2022-06-20 20:00:05
1132,7598,rider,found another ride,2023-05-28 23:40:29
1133,7606,rider,waited too long,2024-01-27 04:50:30
1134,7611,rider,duplicate booking,2023-06-27 20:23:09
1135,7613,driver,vehicle issue,2024-01-18 12:00:48
1136,7622,driver,personal emergency,2023-03-05 23:46:53
1137,7624,rider,waited too long,2023-06-22 19:35:15
1138,7629,rider,changed my mind,2024-06-06 19:24:49
1139,7632,driver,wrong pickup,2022-05-24 00:56:31
1140,7634,rider,price too high,2022-03-27 11:15:34
1141,7638,rider,changed my mind,2023-06-02 10:11:07
1142,7643,rider,changed my mind,2022-01-20 22:35:07
1143,7671,rider,found another ride,2023-08-03 15:06:11
1144,7678,rider,personal emergency,2024-04-12 01:49:42
1145,7679,driver,vehicle issue,2024-06-22 18:19:40
1146,7680,rider,found another ride,2023-09-26 14:46:45
1147,7690,rider,price too high,2023-10-03 22:21:47
1148,7693,rider,found another ride,2024-02-17 11:07:27
1149,7701,rider,changed my mind,2024-06-26 15:29:03
1150,7704,rider,duplicate booking,2023-11-03 17:20:53
1151,7709,rider,found another ride,2022-03-26 20:46:22
1152,7718,rider,too long wait,2023-08-31 02:10:51
1153,7720,rider,driver too far,2022-10-28 05:07:50
1154,7722,rider,found another ride,2023-08-16 22:24:26
1155,7726,rider,personal emergency,2022-03-18 23:12:16
1156,7729,rider,price too high,2022-07-17 02:08:41
1157,7730,rider,waited too long,2022-06-06 09:05:26
1158,7741,driver,vehicle issue,2024-02-14 10:36:45
1159,7744,rider,changed my mind,2023-11-08 04:22:26
1160,7750,driver,vehicle issue,2024-01-13 03:17:15
1161,7769,rider,too long wait,2024-02-08 18:44:24
1162,7772,driver,rider unresponsive,2023-12-10 15:16:35
1163,7774,rider,personal emergency,2023-11-20 04:08:00
1164,7776,driver,system error,2022-09-08 21:50:28
1165,7778,rider,waited too long,2022-02-06 21:15:42
1166,7806,rider,price too high,2022-04-13 02:41:24
1167,7810,driver,personal emergency,2022-09-12 22:07:27
1168,7817,rider,too long wait,2024-04-22 15:56:52
1169,7819,driver,rider unresponsive,2023-12-05 01:55:02
1170,7829,rider,driver too far,2024-04-28 13:19:56
1171,7835,rider,too long wait,2024-04-19 07:01:50
1172,7854,rider,personal emergency,2022-03-16 20:16:38
1173,7865,driver,personal emergency,2023-08-19 11:10:57
1174,7866,rider,personal emergency,2023-10-17 13:40:49
1175,7870,driver,personal emergency,2023-06-23 19:24:44
1176,7871,rider,waited too long,2023-01-08 15:38:41
1177,7874,rider,duplicate booking,2024-03-15 07:05:46
1178,7876,rider,waited too long,2023-12-12 03:01:15
1179,7880,rider,too long wait,2022-05-10 18:17:45
1180,7883,rider,personal emergency,2022-12-24 07:11:43
1181,7889,driver,system error,2023-03-23 08:40:06
1182,7913,rider,waited too long,2023-09-26 22:49:03
1183,7928,rider,too long wait,2022-12-19 16:56:25
1184,7931,driver,personal emergency,2022-08-19 11:21:27
1185,7939,rider,personal emergency,2022-02-10 18:15:48
1186,7944,rider,waited too long,2023-01-27 22:37:19
1187,7946,rider,personal emergency,2022-06-19 03:04:06
1188,7949,driver,area not safe,2022-12-04 09:10:12
1189,7953,rider,found another ride,2022-04-27 13:15:51
1190,7960,driver,wrong pickup,2023-05-24 13:35:02
1191,7968,rider,driver too far,2024-01-01 18:53:06
1192,7987,driver,system error,2023-01-24 21:01:55
1193,7990,rider,too long wait,2022-07-08 22:43:51
1194,8004,rider,driver too far,2022-01-31 11:22:36
1195,8015,driver,vehicle issue,2023-09-02 02:00:55
1196,8018,rider,waited too long,2023-10-23 05:55:06
1197,8019,driver,area not safe,2024-05-06 14:05:17
1198,8031,rider,duplicate booking,2023-08-23 16:21:13
1199,8038,driver,wrong pickup,2022-06-22 14:38:00
1200,8047,driver,vehicle issue,2023-09-30 01:19:12
1201,8050,rider,duplicate booking,2024-04-11 13:10:23
1202,8060,driver,vehicle issue,2023-01-17 00:47:25
1203,8063,rider,price too high,2023-06-22 03:36:26
1204,8076,rider,duplicate booking,2023-12-18 16:30:42
1205,8078,rider,changed my mind,2023-04-11 16:31:41
1206,8083,rider,changed my mind,2023-09-26 01:59:53
1207,8088,rider,personal emergency,2024-02-10 11:19:44
1208,8098,rider,changed my mind,2023-10-06 06:11:12
1209,8108,driver,rider rating too low,2023-09-22 21:55:37
1210,8113,driver,rider rating too low,2023-09-30 07:16:03
1211,8114,rider,found another ride,2023-09-30 19:51:33
1212,8118,rider,changed my mind,2023-11-05 01:22:57
1213,8119,driver,area not safe,2023-08-13 06:58:38
1214,8130,rider,changed my mind,2023-07-29 16:32:32
1215,8131,driver,rider rating too low,2022-06-10 20:05:58
1216,8136,rider,too long wait,2023-10-29 02:15:30
1217,8137,driver,rider unresponsive,2022-02-20 23:43:09
1218,8141,rider,too long wait,2023-03-24 12:18:09
1219,8170,driver,vehicle issue,2022-07-09 00:16:22
1220,8171,rider,waited too long,2022-08-11 01:25:26
1221,8175,driver,personal emergency,2024-01-02 23:05:48
1222,8178,rider,price too high,2023-11-03 10:47:57
1223,8181,rider,waited too long,2022-06-14 15:33:55
1224,8184,driver,rider rating too low,2022-08-27 12:39:18
1225,8189,rider,personal emergency,2022-08-22 15:04:39
1226,8192,rider,duplicate booking,2023-10-13 19:58:42
1227,8198,rider,too long wait,2022-12-13 08:59:14
1228,8205,driver,system error,2024-01-28 13:08:15
1229,8208,driver,area not safe,2022-09-27 03:01:17
1230,8213,driver,rider unresponsive,2023-07-25 20:35:45
1231,8222,driver,area not safe,2023-04-09 19:47:31
1232,8225,rider,changed my mind,2022-11-23 21:04:38
1233,8229,rider,too long wait,2022-02-17 12:14:45
1234,8234,rider,found another ride,2022-12-24 02:43:02
1235,8236,rider,personal emergency,2024-06-25 16:52:42
1236,8243,rider,waited too long,2022-08-11 08:04:34
1237,8245,rider,changed my mind,2022-12-29 10:24:48
1238,8246,rider,waited too long,2023-11-24 17:58:33
1239,8253,rider,personal emergency,2023-01-14 09:12:21
1240,8261,driver,rider unresponsive,2023-04-27 06:46:01
1241,8265,rider,duplicate booking,2024-01-30 17:47:22
1242,8270,rider,changed my mind,2022-02-22 14:43:42
1243,8275,rider,too long wait,2024-01-03 23:52:08
1244,8277,rider,found another ride,2023-02-26 13:28:27
1245,8280,rider,duplicate booking,2024-01-09 07:32:38
1246,8291,rider,price too high,2022-05-18 00:47:34
1247,8293,rider,too long wait,2023-11-06 03:06:10
1248,8294,rider,found another ride,2023-08-11 19:16:42
1249,8301,driver,wrong pickup,2023-01-04 20:57:23
1250,8307,rider,changed my mind,2023-04-25 00:20:07
1251,8317,rider,too long wait,2024-05-01 19:03:58
1252,8327,rider,waited too long,2022-09-23 22:04:01
1253,8330,rider,changed my mind,2023-03-01 21:07:25
1254,8332,rider,too long wait,2022-09-16 02:39:23
1255,8337,rider,changed my mind,2022-10-05 05:24:22
1256,8339,rider,found another ride,2023-08-05 20:50:03
1257,8342,driver,rider unresponsive,2024-06-09 02:02:48
1258,8343,rider,changed my mind,2023-03-28 00:24:19
1259,8350,driver,wrong pickup,2024-01-23 14:37:14
1260,8360,rider,found another ride,2024-03-30 20:02:37
1261,8365,driver,personal emergency,2023-07-05 10:06:39
1262,8370,driver,system error,2022-03-16 04:40:22
1263,8372,rider,waited too long,2024-05-16 23:48:37
1264,8373,rider,personal emergency,2024-04-24 00:21:11
1265,8375,rider,too long wait,2024-03-14 20:53:44
1266,8379,rider,changed my mind,2024-05-20 01:53:42
1267,8395,driver,personal emergency,2023-10-25 00:37:41
1268,8399,rider,duplicate booking,2022-06-03 17:30:08
1269,8421,rider,price too high,2023-06-26 15:02:00
1270,8428,rider,price too high,2022-06-17 14:11:47
1271,8443,rider,too long wait,2022-07-07 08:45:39
1272,8453,rider,driver too far,2022-06-04 05:18:18
1273,8458,rider,found another ride,2022-02-19 11:43:54
1274,8462,rider,too long wait,2022-04-16 09:11:26
1275,8467,driver,system error,2022-11-16 23:53:53
1276,8476,rider,changed my mind,2024-05-01 11:22:20
1277,8478,driver,wrong pickup,2022-01-04 19:08:23
1278,8484,rider,personal emergency,2022-01-20 10:04:25
1279,8490,rider,driver too far,2022-04-10 19:15:58
1280,8495,rider,duplicate booking,2022-09-18 22:49:50
1281,8508,driver,rider rating too low,2022-04-30 03:26:35
1282,8521,rider,duplicate booking,2023-11-28 03:38:30
1283,8529,rider,duplicate booking,2022-11-28 09:18:30
1284,8534,rider,too long wait,2023-10-23 11:25:01
1285,8537,driver,vehicle issue,2022-08-14 15:14:31
1286,8556,driver,system error,2022-09-29 12:25:47
1287,8583,rider,price too high,2023-02-03 16:56:02
1288,8585,driver,rider rating too low,2023-08-23 18:07:12
1289,8591,rider,too long wait,2023-07-31 04:11:03
1290,8594,driver,rider unresponsive,2022-03-16 23:14:54
1291,8601,driver,wrong pickup,2023-01-28 06:24:00
1292,8603,rider,too long wait,2023-01-28 06:22:47
1293,8605,driver,area not safe,2022-03-21 01:18:23
1294,8612,driver,wrong pickup,2022-04-02 15:17:26
1295,8622,driver,rider rating too low,2023-01-06 11:30:17
1296,8624,rider,waited too long,2022-10-27 21:23:17
1297,8628,rider,waited too long,2024-06-14 17:12:36
1298,8637,rider,price too high,2023-08-22 05:54:51
1299,8645,rider,changed my mind,2024-03-22 09:55:07
1300,8654,driver,rider rating too low,2024-02-24 05:52:14
1301,8658,rider,changed my mind,2022-02-10 08:15:11
1302,8659,driver,area not safe,2024-06-23 03:27:30
1303,8660,rider,too long wait,2023-05-01 17:39:21
1304,8667,rider,driver too far,2023-01-06 14:38:09
1305,8676,rider,changed my mind,2023-04-11 06:23:20
1306,8677,rider,duplicate booking,2022-03-03 01:02:32
1307,8679,driver,rider unresponsive,2022-01-29 00:14:26
1308,8683,rider,changed my mind,2023-03-10 02:57:21
1309,8695,rider,price too high,2024-01-10 21:50:08
1310,8696,rider,price too high,2022-03-14 04:08:04
1311,8701,rider,personal emergency,2023-03-29 06:03:07
1312,8711,rider,price too high,2022-05-03 12:40:08
1313,8712,driver,area not safe,2022-11-22 01:49:39
1314,8716,driver,rider rating too low,2023-04-09 10:51:06
1315,8720,rider,driver too far,2024-04-04 03:35:54
1316,8722,rider,driver too far,2023-06-10 19:21:08
1317,8723,rider,duplicate booking,2023-03-16 04:55:48
1318,8738,driver,rider rating too low,2023-09-09 17:58:32
1319,8741,rider,changed my mind,2022-01-03 13:57:34
1320,8752,rider,waited too long,2024-03-13 15:06:37
1321,8767,rider,price too high,2023-05-10 08:41:59
1322,8768,driver,wrong pickup,2023-02-24 19:26:49
1323,8775,driver,vehicle issue,2022-06-26 20:34:57
1324,8782,driver,system error,2022-01-06 07:49:00
1325,8787,rider,found another ride,2023-05-02 17:06:18
1326,8789,driver,system error,2023-12-31 07:42:40
1327,8793,rider,too long wait,2024-01-24 22:21:24
1328,8798,driver,area not safe,2022-03-23 10:29:35
1329,8799,rider,personal emergency,2022-06-01 12:58:25
1330,8802,rider,found another ride,2023-03-16 11:39:18
1331,8805,driver,vehicle issue,2023-04-19 01:25:51
1332,8815,driver,rider rating too low,2024-03-23 10:24:02
1333,8828,driver,area not safe,2023-04-18 08:07:19
1334,8831,rider,driver too far,2022-04-23 11:45:14
1335,8836,rider,price too high,2023-11-25 14:06:17
1336,8844,rider,duplicate booking,2023-02-20 08:01:52
1337,8846,driver,rider rating too low,2022-10-04 07:25:11
1338,8854,driver,wrong pickup,2023-03-26 08:02:01
1339,8856,driver,area not safe,2024-01-10 04:13:08
1340,8858,rider,waited too long,2023-09-25 12:11:22
1341,8860,driver,rider unresponsive,2024-01-14 05:08:37
1342,8862,driver,rider unresponsive,2024-06-09 21:56:00
1343,8883,rider,waited too long,2023-08-24 09:00:08
1344,8890,rider,price too high,2022-03-22 18:38:52
1345,8892,rider,waited too long,2024-03-21 03:44:56
1346,8893,rider,personal emergency,2022-06-28 09:42:35
1347,8910,driver,system error,2022-11-07 23:56:34
1348,8913,rider,too long wait,2023-02-23 11:10:23
1349,8933,driver,area not safe,2023-06-14 08:55:10
1350,8939,rider,duplicate booking,2023-02-06 15:21:37
1351,8959,driver,area not safe,2023-01-23 02:57:58
1352,8963,rider,duplicate booking,2024-02-21 02:11:08
1353,8965,rider,waited too long,2023-12-19 07:47:10
1354,8971,rider,found another ride,2023-03-03 19:36:00
1355,8982,driver,vehicle issue,2024-05-27 03:44:23
1356,8983,rider,found another ride,2023-04-21 05:33:28
1357,8986,driver,system error,2022-12-30 13:49:31
1358,9002,rider,waited too long,2022-12-10 17:46:05
1359,9008,rider,changed my mind,2023-02-18 18:09:34
1360,9020,rider,personal emergency,2022-06-25 00:57:09
1361,9024,driver,personal emergency,2024-02-08 10:10:51
1362,9027,driver,area not safe,2023-04-04 05:00:07
1363,9031,rider,duplicate booking,2022-05-20 11:05:24
1364,9036,rider,duplicate booking,2024-02-27 06:09:37
1365,9041,rider,waited too long,2023-07-08 20:40:02
1366,9048,rider,personal emergency,2023-07-14 09:02:48
1367,9050,rider,driver too far,2023-10-14 19:09:36
1368,9056,rider,duplicate booking,2022-04-16 03:24:41
1369,9058,rider,personal emergency,2022-03-21 06:43:57
1370,9064,rider,found another ride,2022-04-09 09:49:30
1371,9079,rider,changed my mind,2022-05-01 02:43:59
1372,9080,driver,vehicle issue,2022-09-26 10:39:22
1373,9083,driver,rider unresponsive,2022-01-18 12:18:19
1374,9088,rider,duplicate booking,2023-10-29 14:56:54
1375,9105,rider,duplicate booking,2024-04-12 01:09:29
1376,9110,rider,waited too long,2023-09-21 19:22:54
1377,9117,driver,area not safe,2023-07-28 01:19:31
1378,9118,rider,duplicate booking,2024-04-23 01:54:20
1379,9134,driver,system error,2024-02-27 09:56:50
1380,9137,rider,driver too far,2022-09-16 18:04:21
1381,9139,driver,personal emergency,2022-05-07 16:07:45
1382,9141,rider,waited too long,2023-02-12 09:34:17
1383,9147,driver,system error,2023-03-26 20:42:26
1384,9165,rider,price too high,2023-11-14 15:30:52
1385,9170,rider,changed my mind,2022-12-07 12:22:04
1386,9174,rider,too long wait,2022-07-05 09:17:52
1387,9180,rider,duplicate booking,2023-05-06 21:34:07
1388,9188,rider,personal emergency,2024-04-02 11:42:02
1389,9193,rider,waited too long,2022-01-11 12:22:40
1390,9201,rider,price too high,2024-02-17 07:13:25
1391,9205,driver,personal emergency,2024-01-18 18:54:56
1392,9209,rider,duplicate booking,2022-08-27 23:12:44
1393,9219,rider,driver too far,2023-05-29 14:10:00
1394,9228,driver,rider rating too low,2024-01-14 18:20:30
1395,9252,rider,waited too long,2022-03-08 00:27:42
1396,9259,driver,system error,2022-10-21 06:29:14
1397,9264,driver,vehicle issue,2023-08-18 20:22:07
1398,9281,rider,waited too long,2023-12-04 15:42:42
1399,9289,driver,rider unresponsive,2023-12-07 14:55:04
1400,9290,driver,wrong pickup,2024-03-14 20:42:37
1401,9302,rider,driver too far,2023-02-03 12:23:27
1402,9304,rider,found another ride,2022-06-12 03:54:53
1403,9331,rider,driver too far,2022-02-20 11:20:27
1404,9339,rider,too long wait,2022-05-15 22:11:49
1405,9342,rider,duplicate booking,2022-05-26 22:32:41
1406,9343,rider,waited too long,2024-03-20 14:32:40
1407,9349,rider,price too high,2022-02-06 15:53:32
1408,9350,driver,personal emergency,2023-09-15 21:19:20
1409,9362,driver,system error,2024-02-06 01:39:13
1410,9385,rider,waited too long,2022-11-17 01:55:06
1411,9387,rider,changed my mind,2022-04-02 09:30:01
1412,9392,rider,personal emergency,2023-04-23 23:54:07
1413,9393,rider,changed my mind,2023-02-21 18:50:47
1414,9413,driver,rider rating too low,2022-01-30 22:49:23
1415,9415,rider,personal emergency,2022-07-02 10:15:14
1416,9417,driver,rider unresponsive,2022-10-11 02:16:10
1417,9419,driver,wrong pickup,2023-11-14 13:01:51
1418,9424,driver,rider rating too low,2023-03-23 13:15:41
1419,9431,rider,changed my mind,2023-10-08 02:53:59
1420,9433,driver,system error,2022-12-07 19:49:19
1421,9442,rider,too long wait,2022-09-21 20:21:51
1422,9444,rider,duplicate booking,2022-07-28 15:40:02
1423,9448,driver,area not safe,2024-05-09 01:26:15
1424,9455,rider,price too high,2022-11-12 16:04:55
1425,9456,rider,waited too long,2022-07-25 19:12:59
1426,9458,driver,wrong pickup,2024-03-25 08:49:41
1427,9471,rider,changed my mind,2024-04-17 23:54:12
1428,9473,driver,system error,2024-06-01 13:37:48
1429,9478,driver,rider rating too low,2024-06-05 18:10:00
1430,9480,rider,duplicate booking,2024-01-25 22:18:40
1431,9491,rider,changed my mind,2023-07-27 08:08:32
1432,9498,rider,waited too long,2023-05-02 19:09:06
1433,9501,rider,found another ride,2023-05-10 19:40:34
1434,9503,rider,driver too far,2022-06-12 08:19:41
1435,9508,driver,system error,2024-05-08 12:19:49
1436,9510,rider,found another ride,2022-09-02 14:02:23
1437,9514,rider,duplicate booking,2024-06-09 20:51:58
1438,9526,rider,too long wait,2022-12-03 18:07:06
1439,9529,driver,rider unresponsive,2023-02-22 19:50:17
1440,9536,rider,changed my mind,2022-10-12 20:25:29
1441,9538,rider,too long wait,2022-11-07 04:40:52
1442,9541,driver,rider unresponsive,2023-11-23 04:02:29
1443,9599,rider,driver too far,2024-03-15 18:44:56
1444,9603,rider,changed my mind,2022-05-18 14:48:53
1445,9606,rider,found another ride,2023-06-01 05:21:32
1446,9639,rider,waited too long,2024-02-24 23:50:57
1447,9640,driver,rider rating too low,2022-06-05 09:20:49
1448,9648,rider,waited too long,2024-05-21 00:49:01
1449,9655,rider,waited too long,2023-05-22 18:12:11
1450,9658,rider,driver too far,2024-04-17 15:55:17
1451,9665,rider,found another ride,2022-02-03 02:00:59
1452,9679,rider,changed my mind,2024-05-09 19:00:54
1453,9687,rider,personal emergency,2022-07-29 20:45:02
1454,9689,rider,changed my mind,2024-04-26 11:13:13
1455,9697,driver,system error,2022-01-30 18:29:01
1456,9698,rider,changed my mind,2022-07-11 20:25:18
1457,9712,driver,personal emergency,2022-11-20 07:44:18
1458,9713,rider,too long wait,2023-11-29 00:38:10
1459,9714,driver,personal emergency,2022-07-14 19:52:34
1460,9729,rider,driver too far,2022-03-06 18:23:20
1461,9739,rider,changed my mind,2023-10-30 16:21:12
1462,9746,driver,personal emergency,2023-03-12 13:20:35
1463,9754,driver,rider unresponsive,2023-04-28 02:58:49
1464,9770,rider,duplicate booking,2022-09-10 11:38:42
1465,9779,rider,duplicate booking,2022-04-29 17:40:59
1466,9780,rider,too long wait,2023-10-27 11:11:54
1467,9782,driver,wrong pickup,2022-05-28 18:10:33
1468,9785,rider,too long wait,2023-07-20 10:26:02
1469,9803,rider,price too high,2023-04-18 11:14:50
1470,9806,driver,rider rating too low,2023-10-07 01:37:20
1471,9815,driver,area not safe,2022-12-01 08:19:48
1472,9820,rider,found another ride,2024-06-09 08:27:42
1473,9822,rider,too long wait,2024-05-13 16:19:17
1474,9827,rider,driver too far,2022-05-11 03:49:39
1475,9830,rider,duplicate booking,2023-01-17 18:23:30
1476,9838,driver,wrong pickup,2024-05-27 17:59:00
1477,9841,rider,found another ride,2024-01-28 06:02:30
1478,9858,rider,duplicate booking,2022-09-12 06:19:33
1479,9860,rider,personal emergency,2022-12-17 17:35:48
1480,9871,rider,too long wait,2022-10-12 19:28:59
1481,9890,driver,wrong pickup,2023-09-05 04:15:16
1482,9893,rider,duplicate booking,2023-07-23 09:00:10
1483,9899,rider,too long wait,2022-11-05 22:31:34
1484,9908,rider,changed my mind,2022-01-02 17:39:58
1485,9913,rider,changed my mind,2023-11-30 01:52:43
1486,9916,rider,personal emergency,2024-06-05 14:52:26
1487,9923,rider,price too high,2024-02-28 09:18:26
1488,9927,rider,too long wait,2024-05-24 07:12:25
1489,9932,rider,found another ride,2023-01-17 01:31:09
1490,9933,rider,changed my mind,2023-10-07 02:56:35
1491,9943,driver,wrong pickup,2023-07-14 00:12:34
1492,9949,rider,waited too long,2022-06-27 04:17:09
1493,9953,rider,duplicate booking,2023-03-15 15:35:47
1494,9955,rider,personal emergency,2024-06-29 23:33:02
1495,9958,driver,vehicle issue,2024-01-01 21:06:51
1496,9962,rider,personal emergency,2022-03-02 09:49:24
1497,9966,rider,too long wait,2022-08-29 09:26:51
1498,9968,rider,driver too far,2024-01-29 17:30:26
1499,9969,rider,too long wait,2022-06-18 09:05:06
1500,9981,driver,wrong pickup,2023-05-29 07:49:57
1501,9982,driver,area not safe,2022-12-06 09:20:31
1502,9992,rider,duplicate booking,2024-05-06 07:07:15
1503,9998,rider,duplicate booking,2023-06-24 15:59:32
1504,10011,rider,found another ride,2022-01-19 06:45:14
1505,10013,rider,duplicate booking,2023-09-29 10:49:24
1506,10029,rider,changed my mind,2024-05-29 23:21:55
1507,10041,driver,personal emergency,2023-08-23 03:14:14
1508,10042,rider,changed my mind,2024-02-14 06:43:03
1509,10045,rider,price too high,2024-05-28 00:15:13
1510,10046,rider,waited too long,2022-08-09 04:36:24
1511,10049,rider,waited too long,2023-06-16 02:01:47
1512,10050,rider,waited too long,2023-07-25 11:18:03
1513,10053,rider,too long wait,2024-03-27 11:15:02
1514,10058,rider,price too high,2023-01-20 07:39:49
1515,10073,rider,too long wait,2022-01-27 04:56:14
1516,10075,driver,system error,2024-01-14 14:55:59
1517,10081,driver,area not safe,2024-01-29 08:28:17
1518,10084,driver,wrong pickup,2022-11-17 03:03:21
1519,10087,rider,driver too far,2022-01-08 06:11:14
1520,10096,driver,vehicle issue,2023-08-31 17:29:44
1521,10099,driver,rider rating too low,2024-01-09 18:44:08
1522,10104,rider,waited too long,2024-06-06 03:02:24
1523,10110,rider,personal emergency,2024-05-22 23:12:34
1524,10113,rider,too long wait,2024-01-09 08:19:45
1525,10116,driver,area not safe,2022-06-26 16:21:04
1526,10135,driver,wrong pickup,2023-06-22 07:39:32
1527,10139,rider,changed my mind,2024-04-10 22:59:57
1528,10145,driver,wrong pickup,2024-01-02 13:29:46
1529,10147,rider,duplicate booking,2022-03-21 10:20:42
1530,10150,rider,found another ride,2022-11-16 03:57:40
1531,10160,rider,personal emergency,2023-08-06 01:47:05
1532,10161,driver,rider unresponsive,2024-01-23 04:15:48
1533,10163,rider,personal emergency,2023-05-28 19:12:14
1534,10166,rider,personal emergency,2022-11-27 23:43:55
1535,10177,rider,changed my mind,2022-04-10 17:02:45
1536,10186,driver,vehicle issue,2022-03-21 20:57:36
1537,10187,rider,too long wait,2023-01-28 22:34:07
1538,10195,rider,personal emergency,2022-04-08 16:41:36
1539,10198,rider,price too high,2023-08-12 09:55:55
1540,10220,rider,changed my mind,2023-10-05 01:14:27
1541,10231,rider,waited too long,2023-12-11 02:16:13
1542,10232,rider,changed my mind,2022-10-05 04:53:46
1543,10234,rider,found another ride,2022-04-13 21:24:24
1544,10237,rider,waited too long,2023-01-10 01:14:15
1545,10240,rider,waited too long,2023-10-20 10:44:33
1546,10243,rider,driver too far,2024-05-03 17:22:55
1547,10246,rider,duplicate booking,2022-01-05 12:46:00
1548,10249,driver,rider unresponsive,2024-02-03 00:26:39
1549,10265,rider,changed my mind,2023-05-17 08:04:23
1550,10271,rider,changed my mind,2023-10-24 04:39:56
1551,10274,driver,vehicle issue,2023-04-05 04:03:11
1552,10277,driver,personal emergency,2022-07-16 00:24:03
1553,10285,driver,wrong pickup,2022-07-30 00:58:58
1554,10289,rider,found another ride,2023-04-12 12:33:35
1555,10306,rider,waited too long,2023-03-12 01:35:08
1556,10308,rider,too long wait,2022-02-06 07:40:05
1557,10312,rider,waited too long,2022-12-24 12:59:54
